,country,description,designation,points,price,province,region_1,region_2,variety,winery
921,US,"So elegant and sophisticated, this is a great value in California Chardonnay. Although it's dry, it's rich and delicious in pineapples, pears, mangoes and honey, with an opulent overlay of sweet oak. The brisk acidity is balanced, and gets the mouth watering.",Katherine's Vineyard,91,22,California,Santa Maria Valley,Central Coast,Chardonnay,Cambria
922,US,"Lush, full, forward, ripe and round fruit flavors of spiced plum and cherry pour from the glass. Rich, smooth and mouth coating, this instantly-accessible young Pinot finishes with pretty milk chocolate and light toast, a balanced and satisfying effort.",Estate,91,37,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Carabella
923,US,"A lovely Canary Hill, though a bit lighter than previous vintages, this elegant, smoky wine offers tart wild-berry fruit with a lightly earthy foundation.",Canary Hill Vineyard,91,50,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Ken Wright
924,US,"Raspberry and cherry fruit, pure and concentrated, introduces the wine aromatically and glides smoothly into the midpalate. It tightens its focus and lingers gracefully, a mouthful of tart, primary, ripe and deliciously fresh fruit.",Guadalupe Vineyard,91,50,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Ken Wright
925,US,"Ken Wright's 2010 Pinots keep the alcohol levels low without sacrificing any flavor or depth. The Nysa is a gorgeous color, aromatically rich with a bouquet of fruit and flowers. Fresh and primary flavors of ripe berry are set amid delicate tannins. The structure suggests excellent aging potential over a decade or more.",Nysa Vineyard,91,50,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Ken Wright
926,Italy,"This offers just about the biggest, boldest aroma and taste profile you will ever find in an Italian red. The correct food pairing is essential (rare prime rib or aged cheeses) because of the firm, dusty nature of the tannins. The finish shows crushed stone and powdered black licorice.",Le Vigne a Capanno,91,,Southern Italy,Aglianico del Vulture,,Aglianico,Tenuta del Portale
927,US,"Soft upon entry, this is a lush and plummy wine, with a rich mix of purple and somewhat grapy fruit flavors. What elevates it are the threads of darker fruits and highlights that enrich the tannins. A lingering finish with licks of dark chocolate is the icing on the cake.",Nysa Vineyard,91,55,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Torii Mor
928,US,"A deliciously priced blend of 60% Mourvèdre, 13% Syrah and 27% Grenache that'll be tricky to ask for by name but is worth the effort to find and share. This blend shows off brooding dark dollops of spicy fruit, herb and tobacco that are tenaciously balanced by the cherry tones from the Grenache. A fun wine to pass around at parties and barbecues.",*%#&@!,91,18,California,Calaveras County,Sierra Foothills,Rhône-style Red Blend,Twisted Oak
929,US,"Nearing the age of four years, this Cabernet remains hefty in tannins, but it's not undrinkable, because those tannins are soft and lush. In fact, they're an integral part of the network that makes the wine so interesting, which also includes the classic Cabernet flavors of blackberries and cassis. Drink this elegant wine over the next six years.",,91,60,California,Mount Veeder,Napa,Cabernet Sauvignon,Meadowcroft
930,Canada,Full barrel fermentation in French oak yields a delicious Chardonnay with fruit tasting of grapefruit and peaches. The buttery mouthfeel and streak of vanilla cookie match up well with the expected acidity from Okanagan grapes.,Stewart Family Reserve,91,24,British Columbia,Okanagan Valley,,Chardonnay,Quails' Gate
931,Italy,Valori is a line of fresh and affordable wines. This easy expression of Trebbiano offers aromas of stone fruit and cut grass. It's a great wine to pair with light summer foods.,,85,10,Central Italy,Trebbiano d'Abruzzo,,Trebbiano,Valori
932,Italy,"Drying mineral tones are backed by cheerful notes of citrus and grapefruit. You'll feel mature fruit flavors and medium density in the mouth. This is an upfront, easy wine with smooth flavors that would work with seafood, rice salad or fresh summer vegetable dishes.",,85,,Veneto,Custoza,,White Blend,Villa Medici
933,Argentina,"Smells a bit heavy, oily and like dry cornflakes. The palate is  straightforward, with tropical, candied flavors of mango, banana and sweet melon. Sweetness is the key here; it's all over the palate and finish.",Felino,85,20,Mendoza Province,Mendoza,,Chardonnay,Viña Cobos
934,US,"Fruity and tart, with cranberry and not quite ripe wild blackberry flavors. The acidity is front and center here, the fruit second, and the wine fades away with no additional complexity in the finish. A pleasant, fruity, no-frills red.",,85,20,Oregon,Umpqua Valley,Southern Oregon,Merlot,Melrose
935,Greece,"Mint, smoked sausage and pepper lead this slightly rigid red. Tea leaves, tobacco and spice on the palate show this wine can age well, but may be slightly past its prime.",Cava,85,45,Ilias,,,Red Blend,Mercouri Estate
936,Germany,"This spätlese from the huge Moselland cooperative does a decent job at balancing hints of softly ripe peaches with taut grapefruity elements, all reinforced by a rather sinewy palate feel. Drink now.",Spätlese,85,18,Mosel,,,Riesling,Moselland
937,Italy,"Fresh and fragrant, offering layers of cut grass, dried herbs, citrus and passion fruit. It's an easy, no-fuss wine with a crisp finish that would pair with fried calamari.",I Fiori,85,,Sicily & Sardinia,Vermentino di Sardegna,,Vermentino,Pala
938,South Africa,This is a clean and easy-drinking Shiraz loaded with ripe fruit flavors of raspberry and blueberry alongside a hint of mocha. Medium weight with soft tannins and a fleck of pepper on the finish.,,85,10,Robertson,,,Shiraz,Rooiberg
939,France,"Soft and easy to drink, with notes of green plum, lime citrus and fresh green grass throughout. Round but structured with medium acidity and a crisp, clean finish. Drink now.",,85,11,Languedoc-Roussillon,Vin de Pays d'Oc,,Sauvignon Blanc,Les Jamelles
940,South Africa,"Watermelon rind, lime pith and green plum round out this wine's profile. The mouth is light and lean and the finish clean. Drink now.",,85,13,Klein River,,,Sauvignon Blanc,Raka
941,Germany,"This soft yet mouthwatering Riesling is plump and medium bodied, with apple, citrus and melon notes finishing clean and correct. Drink now.",,85,10,Pfalz,,,Riesling,Bree
942,US,"Another entry into the under-$15 Oregon Pinot category, that has become rather crowded in the past year. This is a stiff, tannic wine, still knitting itself together, with vanilla cream-infused strawberry fruit, that only partially masks rather green, herbal tannins.",,85,14,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Castle Rock
943,Argentina,"A Malbec-led blend that's off the grid by Argentine standards but which reflects the northern Salta region. The nose is earthy, herbal, roasted and tomatoey, while the palate is astringent and roasted, with herbal, spicy flavors of tomato, bell pepper and baked berries. Long and baked on the finish, with a slight fiery feel.",Amalaya,85,17,Other,Calchaquí Valley,,Red Blend,Colomé
944,Italy,"Pleasing aromas of stone fruit, grapefruit and white mineral make a very nice first impression: This Soave Classico would pair perfectly with exotic dishes borrowing from Chinese or Thai culinary tradition. It's thin and informal in the mouth, but the natural acidity keeps your palate refreshed.",Terre di Monteforte,85,,Veneto,Soave Classico,,Garganega,Cantina di Monteforte
945,Argentina,"Murky and leathery on first take, with dry, earthy red fruit aromas emerging later on. The palate is fresh enough, with snappy acidity and tannic bite along with wan, mild fruit flavors and spice. Perfectly adequate but short on stuffing and depth.",Dos Fincas,85,13,Mendoza Province,Mendoza,,Malbec,Carlos Basso
946,Argentina,"Lightly herbal and red in character, with tomato and raspberry aromas. The palate is snappy and emphasizes freshness, while the flavors are herbal and leafy, with plenty of red berry and cherry. Snappy and pointed, with a leafy overriding personality.",,85,13,Mendoza Province,Mendoza,,Cabernet Sauvignon,Espuela del Gaucho
947,Argentina,"Good wine but a touch stemmy and burnt smelling. After the brushy, herbal aromas comes a juicy, crisp red fruit palate with raspberry and plum flavors but also a bit of green at the core. Finishes bold but a little hot and scratchy.",Old Vine,85,11,Mendoza Province,Mendoza,,Malbec,Diseño
948,US,"Tastes tired, with jammy tropical fruit flavors starting to drop out. Still shows vibrant acidity, but the fresh fruit character, the most likeable part of such Chardonnays, is disappearing, replaced by more herbal and vegetal notes.",Estate,85,45,California,Russian River Valley,Sonoma,Chardonnay,Fog Crest
949,Germany,"Very earthy aromas of root tubers, roast meat and a hint of strawberry gumdrop. This is medium-bodied, with grippy tannins, and comes across as slightly awkward and warm on the palate, with flavors of jammy red fruit. Fairly simple, with a relatively short warm finish.",Blauer Trocken,85,25,Pfalz,,,Spätburgunder,Knipser
950,Italy,"Designed to be consumed slightly chilled, this vibrant, ruby-colored Bardolino Classico offers loads of fruit intensity with almond nuances and slight shadings of exotic spice that fill in the background. It's a light and buoyant wine with a lean, compact consistency.",,85,,Veneto,Bardolino Classico,,"Corvina, Rondinella, Molinara",Valetti
951,Italy,"Trebì has a fresh and luminous personality backed by aromas of white stone, citrus and peach. There's a touch of green fruit or kiwi as well that gives it a zesty, crisp feel on the close.",Trebì,85,10,Central Italy,Trebbiano d'Abruzzo,,Trebbiano,Talamonti
952,US,"Here's a soft, sweet, jammy wine to drink with barbecue and rich meat stews. It's rich in tannins, with somewhat sweet blackberry, cherry, mocha and spice flavors.",,85,12,California,California,California Other,Petite Sirah,Vinum
953,Italy,"Enantio is a little-known indigenous grape of northern Italy and this is a rare, 100% expression of the variety. The nose here is subdued and clean with shadings of ripe cherry, spice and leather. The wine shows a touch of bitterness on the close and fresh acidity is reigned in by the wine's soft, polished finish.",Terra dei Forti,85,,Veneto,Valdadige,,Enantio,Viticoltori in Avio
954,Italy,"Syrah is making a few successful appearances in Sicily and this expression from Sallier de la Tour shows the potential of this French grape as a value wine. It is smooth, fruit-driven and rich with medium consistency and loads of spice and blueberry.",,85,10,Sicily & Sardinia,Sicilia,,Syrah,Sallier de la Tour
955,Austria,"Light, fresh and bright, this is a delicious green-fruit wine, touched by pepper. The acidity dances through the wine, leaving a lively aftertaste.",Hochterrassen,85,17,Niederösterreich,,,Grüner Veltliner,Salomon-Undhof
956,US,"Earthy upon entry, with sub-notes suggesting some stem contact and slightly green tannins. Tart and spicy, with wild berry and pomegranate fruit, in a firmly focused, if short, wine.",,85,20,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Artisanal Wine Cellars
957,US,"This drinks much drier than its 12.3% alcohol and 1.5% residual sugar would indicate. It tastes of cold steel around the edges, but with some good peach and apple fruit flavor in the core. Somewhat reminiscent of an Australian style, it is a food wine rather than a sipping wine.",,85,12,Oregon,Willamette Valley,Willamette Valley,Riesling,Airlie
958,US,"Strawberry and raspberry fruit enter brightly, then quickly fall flat in the mouth. The wine is sound, but somehow lifeless, with a soft, quick fade.",,85,24,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Macindoe
959,Germany,"A soft, easy style that should have broad appeal, this modest spätlese marries slightly confected, ripe fruit flavors with more balanced citrusy notes. Drink now.",Late Harvest Spätlese,85,10,Mosel,,,Riesling,Johann Falkenburg
